id,price
0,2880.8306617085573
1,5528.092175295911
2,9678.019715182329
3,3840.2139889893037
4,1621.0042180311489
5,6156.190670284221
6,4779.589280349239
7,4321.276264490292
8,5395.416205217574
9,14998.740389942364
10,4338.455524219227
11,812.1663292556483
12,3106.0872542317707
13,1601.399309681675
14,2492.7578297868854
15,1141.7470639120884
16,1542.2132230992602
17,4015.6963920885123
18,3928.9464882032335
19,870.9681083124663
20,2087.063777736488
21,5315.694073403299
22,4368.861468183745
23,594.8350062971518
24,16000.0
25,1213.5728179287912
26,591.7568346846025
27,1025.4170779053877
28,1595.1712116162046
29,883.2701903019007
30,10041.025392596948
31,614.0565697595096
32,4069.0945530218182
33,731.8268764029805
34,642.1225721765304
35,2434.0064623173967
36,6491.264759310611
37,2710.7243250545403
38,2891.9995471120355
39,702.98322231362
40,529.8982557634346
41,9322.733703075515
42,872.8522139991137
43,1829.3265920427652
44,10777.439178510336
45,2476.254079270633
46,994.7972377797755
47,862.1212628419835
48,1167.4085374283875
49,2798.2759270459683
50,663.8659504294411
51,4482.9785409046235
52,2922.5651644660597
53,7002.006554367007
54,5501.078417431136
55,2152.4769147555485
56,8857.667788034703
57,2318.469217461051
58,4432.645537786459
59,2764.7146997995055
60,1237.5521502348533
61,524.6540783321159
62,6725.3406319651485
63,1116.8807597389368
64,8915.326024157692
65,16000.0
66,864.2383454608107
67,11810.086874668737
68,5590.007321131535
69,9722.137764554065
70,500.0
71,668.8188489259175
72,835.1552753637849
73,1385.6272458200754
74,5334.099746505989
75,1917.4712321990557
76,8729.307594819918
77,14274.310121876015
78,2853.7876317036335
79,6601.582055698624
80,10979.824326279338
81,2038.61041817034
82,14134.69447869641
83,6606.327491513852
84,865.5345706608277
85,7978.987079059495
86,1028.7826452289303
87,12420.201972849409
88,8025.9998802814935
89,15406.987141821077
90,5080.4982448325945
91,1294.2140693451918
92,970.3625829058202
93,902.8203857238551
94,16000.0
95,500.0
96,14576.51769347319
97,14179.455568133411
98,12706.00077507353
99,734.5160176182526
100,2523.344773010993
101,732.3075170884607
102,690.2945771275397
103,500.0
104,1025.4054045139949
105,1675.6603513300192
106,1368.9431363083143
