id,price
0,2907.4409991999732
1,5602.065190005833
2,9594.540692176004
3,3984.876500831903
4,1600.1084203465214
5,6057.200876616661
6,4759.834136193849
7,4317.298586213625
8,5298.742781578212
9,15135.490718825087
10,4410.6812734074565
11,802.8023586452391
12,2995.5706489732192
13,1614.8416218959246
14,2507.743963875376
15,1143.1306455863707
16,1548.070044148273
17,4003.618480020828
18,4031.0427896955166
19,874.0707342693016
20,2126.5467021524287
21,5210.392237172166
22,4260.148982628781
23,606.1126996308913
24,16000.0
25,1188.2529773661674
26,616.1974751754457
27,1036.0498683988797
28,1620.2337053485303
29,880.6680877860207
30,10453.902306409269
31,576.5998295003176
32,4054.548902633249
33,727.6879324543885
34,641.6533004671976
35,2457.388406520786
36,6550.996138706449
37,2609.760216610713
38,2862.581751729088
39,715.605833558664
40,526.0148353826137
41,9083.161021072778
42,863.7120491742904
43,1791.661285404002
44,10352.106207145585
45,2537.908079047415
46,1006.8304210757921
47,835.4540677136772
48,1194.254313863334
49,2875.870337812225
50,656.556362090713
51,4513.76941257362
52,2876.2997870365416
53,7027.038005928982
54,5668.852934824602
55,2204.4693308427254
56,8853.686190366267
57,2342.2218675655176
58,4404.857884890037
59,2694.30785765032
60,1220.5940610801224
61,511.1124580618691
62,6884.722908218228
63,1120.581200042628
64,8565.100915992587
65,16000.0
66,873.292262180647
67,11603.978073359414
68,5587.403474723631
69,9492.484302776029
70,500.0
71,685.5686909519418
72,824.9847607167018
73,1288.718149581117
74,5292.794565655091
75,1916.4577402711477
76,8752.655049402354
77,14295.967807487516
78,2727.22266321722
79,6370.539465036457
80,11467.023660576386
81,2042.4163826285337
82,14020.535936615439
83,6699.927555500794
84,880.2199800385328
85,7764.238341150453
86,1027.4445152356311
87,12478.929917601932
88,8050.303123858314
89,15483.609139250875
90,5065.383734011495
91,1323.8139978068534
92,984.9848809226698
93,889.3754588460788
94,16000.0
95,500.0
96,14710.073818403924
97,14680.07243462739
98,12558.790519747015
99,708.3054066539593
100,2382.873328122334
101,756.1783485724359
102,674.0755741859305
103,500.0
104,958.8989692615785
105,1680.5819202517546
106,1332.3223048775253
107,789.6977756100398
108,1082.4002592318282
109,719.8855015879105
110,628.4714336761518
111,1048.7631551521858
112,1869.6580702830324
113,1677.47569878695
114,1501.0107088390807
115,5092.848932356137
116,5192.253470887443
117,15634.996798976448
118,500.0
119,16000.0
120,1359.0276011489707
121,1606.750997167548
122,1079.0580207565579
123,556.0206099396073
124,705.7415951298726
125,1307.678243654142
126,1141.9997022377354
127,13080.319874573692
128,5498.709114767251
129,5179.613740014729
130,6374.008842778118
131,3175.080892237043
132,6675.306926243056
133,1055.9334188798514
134,3769.4698996313973
135,1072.369619313915
136,617.4095533583071
137,7270.777489248273
138,554.6076492032156
139,4263.363109594551
140,887.6794709820431
141,979.8309202652885
142,3444.938517802653
143,3756.661123649523
144,763.2487967291524
145,6364.580758907357
146,16000.0
147,5151.468656873
148,2623.94810145833
149,1815.3338586630716
150,2632.6373624827543
151,1714.844388917977
152,11172.133504656053
153,2820.450011543917
154,620.957371102275
155,14784.50613617743
156,3653.259865219181
157,2912.621290057533
158,3948.554858136251
159,915.4152224009608
160,7498.5525697035455
161,9395.099277533602
162,689.4868307530246
163,662.317155002032
164,5379.050453158721
165,11376.187966945297
166,3261.4370663664695
167,4447.653120173494
168,3543.2295147983823
169,10469.552900651612
170,751.2844325868276
171,1619.6543602916988
172,4590.035060226557
173,2127.3195843881713
174,6414.4867761427
175,1805.9781536492876
176,4346.205728217277
177,3463.5554152118975
178,2562.6242883353125
179,3298.1220802685116
180,3481.385241138839
181,1933.8299011192903
182,912.1225368904334
183,1594.8624100372724
184,735.2630518336306
185,4049.354260802094
186,939.0898062731302
187,869.1016835424714
188,502.3504164443457
189,1860.8849436848016
190,2242.8472642606403
191,737.2990424281369
192,828.1688641923878
193,6387.01019912722
194,3790.4563023791347
195,2459.54303067702
196,674.2661019967965
197,12979.486575160094
198,654.2473388938611
199,8945.69350073727
200,10754.998123869744
201,6470.344150813228
202,752.3847709917212
203,805.8288943043428
204,6445.52425642752
205,3665.5594538270807
206,621.6532465533562
207,2934.0469562698245
208,945.9908488123838
209,8221.26813458932
210,2687.3303430727387
211,6477.736715900795
212,11163.32095010301
213,500.0
214,1258.390072986407
215,876.7083399345264
216,2568.5367550845085
217,2606.3959304157033
218,833.7806184005786
219,1163.3375328139982
220,2326.409300956741
221,2025.763756557391
222,9188.120627869219
223,1068.3789599669185
224,1181.9234727585786
